ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1990890407,2026-02-05T15:29:24.934000,2026-02-05T15:29:58.173000,sell,0.4,0.8,ETHUSD,1941.82,1930.79,1982.01,,,0,4.41,,,user
1990866196,2026-02-05T15:21:18.717000,2026-02-05T15:26:40.638000,sell,0.01,0.01,XAUUSD,4833.705,4832.723,4845.208,4817.956,-0.11,0,0.99,,,user
1990877442,2026-02-05T15:25:20.120000,2026-02-05T15:25:57.716000,sell,0.14,0.14,ETHUSD,1971.95,1966.17,2012.09,,-0.18,0,0.81,,,user
1990803672,2026-02-05T15:01:17.353000,2026-02-05T15:16:10.060000,sell,0.01,0.01,XAUUSD,4845.689,4838.098,4861.54,4803.774,-0.11,0,7.59,,,user
1990795166,2026-02-05T14:58:27.732000,2026-02-05T15:00:02.869000,sell,0.01,0.01,XAUUSD,4846.169,4860.549,4860.549,4815.179,-0.11,0,-14.38,,,sl
1990768209,2026-02-05T14:48:25.248000,2026-02-05T14:49:36.565000,sell,0.01,0.01,XAUUSD,4848.325,4846.53,4861.855,,-0.11,0,1.8,,,user
1990746880,2026-02-05T14:40:56.451000,2026-02-05T14:40:59.123000,buy,0.01,0.01,XAUUSD,4862.542,4862.162,,,-0.11,0,-0.38,,,user
1990743129,2026-02-05T14:40:02.967000,2026-02-05T14:40:32.503000,buy,0.05,0.05,XAUUSD,4855.575,4857.984,,,-0.55,0,12.04,,,user
1990669867,2026-02-05T14:16:17.148000,2026-02-05T14:17:50.716000,buy,0.01,0.01,XAUUSD,4820.358,4817.406,4811.435,,-0.11,0,-2.95,,,user
1990611715,2026-02-05T13:56:49.682000,2026-02-05T13:59:24.740000,buy,0.01,0.01,XAUUSD,4844.507,4828.102,,,-0.11,0,-16.41,-0.02,,so
1990538430,2026-02-05T13:30:12.326000,2026-02-05T13:39:54.106000,buy,0.01,0.01,XAUUSD,4859.405,4841.4490000000005,,,-0.11,0,-17.96,,,user
1990534004,2026-02-05T13:27:54.710000,2026-02-05T13:28:41.513000,buy,0.01,0.01,XAUUSD,4857.602,4855.487,4845.383,,-0.11,0,-2.11,,,user
1990478825,2026-02-05T13:05:33.760000,2026-02-05T13:05:59.890000,buy,0.01,0.01,XAUUSD,4823.545,4814.572,4814.572,4848.084,-0.11,0,-8.98,,,sl
1990463436,2026-02-05T13:01:11.511000,2026-02-05T13:02:09.223000,buy,0.01,0.01,XAUUSD,4832.91,4829.796,4813.296,4888.617,-0.11,0,-3.11,,,user
1990387849,2026-02-05T12:30:21.506000,2026-02-05T12:30:44.109000,buy,0.01,0.01,XAUUSD,4844.281,4852.167,4836.814,4853.303,-0.11,0,7.89,,,user
1990285213,2026-02-05T11:47:36.848000,2026-02-05T11:47:43.114000,sell,0.01,0.01,XAUUSD,4876.327,4875.263,4885.747,,-0.11,0,1.07,,,user
1990063052,2026-02-05T09:44:04.919000,2026-02-05T09:55:56.318000,sell,0.01,0.01,XAUUSD,4883.664,4857.496,4894.594,4830.102,-0.11,0,26.16,,,user
1990035432,2026-02-05T09:29:28.346000,2026-02-05T09:37:09.897000,sell,0.01,0.01,XAUUSD,4872.01,4879.683,4890.61,4839.093,-0.11,0,-7.67,,,user
1990012247,2026-02-05T09:18:58.406000,2026-02-05T09:21:03.574000,sell,0.01,0.01,XAUUSD,4865.327,4859.772,4873.161,,-0.11,0,5.56,,,user
1990005715,2026-02-05T09:16:03.988000,2026-02-05T09:16:48.011000,sell,0.01,0.01,XAUUSD,4866.363,4870.124000000001,,,-0.11,0,-3.76,,,user
1989986258,2026-02-05T09:09:12.955000,2026-02-05T09:09:43.363000,sell,0.01,0.01,XAUUSD,4881.697,4879.406,4885.247,,-0.11,0,2.29,,,user
1989979895,2026-02-05T09:06:49.642000,2026-02-05T09:08:16.412000,sell,0.01,0.01,XAUUSD,4880.039,4881.603,4890.91,,-0.11,0,-1.56,,,user
1989951335,2026-02-05T08:56:12.407000,2026-02-05T08:57:27.669000,sell,0.01,0.01,XAUUSD,4911.525,4916.115000000001,4924.508,,-0.11,0,-4.59,,,user
1989919267,2026-02-05T08:38:18.355000,2026-02-05T08:54:33.533000,sell,0.01,0.01,XAUUSD,4919.98,4903.022,4930.429,4894.348,-0.11,0,16.96,,,user
1989916459,2026-02-05T08:36:17.187000,2026-02-05T08:36:56.908000,buy,0.01,0.01,XAUUSD,4925.45,4924.041,,,-0.11,0,-1.41,,,user
1989914411,2026-02-05T08:35:07.680000,2026-02-05T08:35:46.919000,buy,0.01,0.01,XAUUSD,4928.189,4923.856,4919.152,4938.292,-0.11,0,-4.33,,,user
1989912367,2026-02-05T08:34:07.192000,2026-02-05T08:34:33.086000,sell,0.01,0.01,XAUUSD,4920.704,4927.815,,,-0.11,0,-7.12,,,user
1989910262,2026-02-05T08:33:03.493000,2026-02-05T08:33:44.659000,buy,0.01,0.01,XAUUSD,4923.492,4919.332,,,-0.11,0,-4.16,,,user
1989406410,2026-02-05T04:31:00.930000,2026-02-05T04:38:15.321000,sell,0.01,0.01,XAUUSD,4886.978,4877.241,4891.413,4831.319,-0.11,0,9.74,,,user
1989405960,2026-02-05T04:30:45.434000,2026-02-05T04:31:08.642000,sell,0.01,0.01,XAUUSD,4883.126,4887.732,,,-0.11,0,-4.6,,,user
1989367687,2026-02-05T04:08:27.801000,2026-02-05T04:20:07.848000,sell,0.01,0.01,XAUUSD,4865.306,4886.25,4886.25,4830.075,-0.11,0,-20.94,,,sl
1989359874,2026-02-05T04:04:45.030000,2026-02-05T04:06:01.149000,sell,0.01,0.01,XAUUSD,4868.15,4870.364,4881.408,,-0.11,0,-2.21,,,user
1988719901,2026-02-04T19:40:26.067000,2026-02-05T00:23:23.230000,buy,0.01,0.01,XAUUSD,4940.18,5011.899,4941.755,5061.467,-0.11,0,71.72,,,user
1988623570,2026-02-04T18:10:19.294000,2026-02-04T18:10:46.107000,buy,0.01,0.01,XAUUSD,4909.275,4909.637,,,-0.11,0,0.36,,,user
1988597310,2026-02-04T17:55:40.062000,2026-02-04T17:56:14.459000,sell,0.01,0.01,XAUUSD,4896.934,4905.014,,,-0.11,0,-8.08,,,user
1988489781,2026-02-04T17:03:36.472000,2026-02-04T17:04:37.465000,sell,0.01,0.01,XAUUSD,4898.724,4904.51,4907.435,4874.03,-0.11,0,-5.79,,,user
1988268782,2026-02-04T15:44:58.374000,2026-02-04T15:45:00.564000,buy,0.01,0.01,XAUUSD,4944.651,4944.354,4925.242,,-0.11,0,-0.3,,,user
1988220448,2026-02-04T15:35:07.606000,2026-02-04T15:41:01.005000,sell,0.01,0.01,BTCUSD,74026.33,74423.05,74423.05,73089.01,-0.16,0,-3.97,,,sl
1988246003,2026-02-04T15:39:17.314000,2026-02-04T15:40:39.076000,buy,0.02,0.03,XAUUSD,4915.813,4927.277,4902.964,4927.277,-0.33,0,22.92,,,tp
1988246003,2026-02-04T15:39:17.314000,2026-02-04T15:40:36.998000,buy,0.01,0.03,XAUUSD,4915.813,4924.4130000000005,4902.964,4927.277,,0,8.6,,,user
