type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,profit_usd,close_reason,opening_time_bd,closing_time_bd
buy,0.01,0.01,XAUUSD,4709.35,4714.269,4703.565,4718.749,-0.11,4.92,user,2026-02-02 09:12:03.326000+06:00,2026-02-02 09:13:05.577000+06:00
buy,0.01,0.01,XAUUSD,4541.073,4552.352,,,-0.11,11.28,user,2026-02-02 11:58:17.164000+06:00,2026-02-02 11:58:31.773000+06:00
buy,0.01,0.01,XAUUSD,4552.378,4566.695,4539.429,4590.722,-0.11,14.32,user,2026-02-02 12:00:08.337000+06:00,2026-02-02 12:00:58.124000+06:00
buy,0.01,0.01,XAUUSD,4536.869,4561.611,4521.219,4577.543,-0.11,24.74,user,2026-02-02 12:09:03.050000+06:00,2026-02-02 12:09:47.914000+06:00
buy,0.01,0.01,XAUUSD,4538.659,4537.835,,,-0.11,-0.82,user,2026-02-02 12:14:40.821000+06:00,2026-02-02 12:14:45.917000+06:00
sell,0.01,0.01,XAUUSD,4529.179,4524.812,4543.663,4495.386,-0.11,4.37,user,2026-02-02 12:17:04.416000+06:00,2026-02-02 12:19:32.211000+06:00
buy,0.01,0.01,XAUUSD,4458.55,4438.679,4438.679,4495.685,-0.11,-19.87,sl,2026-02-02 12:45:08.317000+06:00,2026-02-02 12:49:12.405000+06:00
buy,0.01,0.01,XAUUSD,4443.055,4469.821,4429.893,4493.157,-0.11,26.76,user,2026-02-02 12:50:07.267000+06:00,2026-02-02 12:50:44.260000+06:00
buy,0.01,0.01,XAUUSD,4504.25,4499.555,4499.555,4556.385,-0.11,-4.69,sl,2026-02-02 12:58:53.909000+06:00,2026-02-02 12:59:04.649000+06:00
sell,0.01,0.01,XAUUSD,4535.775,4556.031,4556.031,4490.335,-0.11,-20.25,sl,2026-02-02 13:15:20.419000+06:00,2026-02-02 13:15:49.164000+06:00
sell,0.01,0.01,XAUUSD,4536.889,4554.655,4553.924,4488.224,-0.11,-17.77,sl,2026-02-02 13:17:02.386000+06:00,2026-02-02 13:24:25.386000+06:00
sell,0.01,0.01,XAUUSD,4562.193,4574.998,4574.998,4509.298,-0.11,-12.81,sl,2026-02-02 13:39:03.797000+06:00,2026-02-02 13:40:34.754000+06:00
sell,0.01,0.01,XAUUSD,4577.229,4592.657,4592.418,4491.811,-0.11,-15.43,sl,2026-02-02 13:42:09.970000+06:00,2026-02-02 13:45:48.746000+06:00
sell,0.01,0.01,XAUUSD,4591.275,4586.036,4593.853,4570.715,-0.11,5.24,user,2026-02-02 13:51:46.414000+06:00,2026-02-02 13:53:25.923000+06:00
sell,0.01,0.01,XAUUSD,4585.014,4578.303,4599.287,4555.853,-0.11,6.71,user,2026-02-02 14:01:11.396000+06:00,2026-02-02 14:01:39.030000+06:00
sell,0.01,0.01,XAUUSD,4589.507,4594.152,4596.795,4546.597,-0.11,-4.64,user,2026-02-02 14:00:04.128000+06:00,2026-02-02 14:07:21.327000+06:00
sell,0.01,0.01,XAUUSD,4614.888,4631.095,4631.095,4546.965,-0.11,-16.21,sl,2026-02-02 14:17:47.488000+06:00,2026-02-02 14:19:53.901000+06:00
sell,0.01,0.01,XAUUSD,4640.205,4626.812,4651.078,4566.948,-0.11,13.4,user,2026-02-02 14:32:58.550000+06:00,2026-02-02 14:35:06.974000+06:00
sell,0.01,0.01,XAUUSD,4618.298,4611.302,4630.883,4545.336,-0.11,7.0,user,2026-02-02 14:37:53.816000+06:00,2026-02-02 14:38:13.780000+06:00
sell,0.01,0.01,XAUUSD,4623.919,4631.89,4631.55,4554.493,-0.11,-7.97,sl,2026-02-02 14:41:20.863000+06:00,2026-02-02 14:41:57.575000+06:00
buy,0.01,0.01,XAUUSD,4633.895,4641.0160000000005,4625.912,4684.887,-0.11,7.12,user,2026-02-02 14:42:31.195000+06:00,2026-02-02 14:42:42.527000+06:00
sell,0.01,0.01,XAUUSD,4636.095,4646.479,4650.863,4603.519,-0.11,-10.38,user,2026-02-02 14:45:47.427000+06:00,2026-02-02 14:46:59.341000+06:00
sell,0.01,0.02,XAUUSD,4641.519,4643.003,4650.488,,,-1.48,user,2026-02-02 14:48:04.824000+06:00,2026-02-02 14:48:44.233000+06:00
sell,0.01,0.02,XAUUSD,4641.519,4650.488,4650.488,,-0.22,-8.97,sl,2026-02-02 14:48:04.824000+06:00,2026-02-02 14:51:07.853000+06:00
sell,0.01,0.02,XAUUSD,4630.609,4629.585,4639.909,4580.939,,1.02,user,2026-02-02 14:52:04.505000+06:00,2026-02-02 14:52:11.871000+06:00
sell,0.01,0.02,XAUUSD,4630.609,4637.849,4639.909,4580.939,-0.22,-7.24,user,2026-02-02 14:52:04.505000+06:00,2026-02-02 14:53:03.492000+06:00
buy,0.01,0.01,XAUUSD,4649.985,4636.5650000000005,4636.932,4672.957,-0.11,-13.42,sl,2026-02-02 14:54:12.585000+06:00,2026-02-02 14:55:45.304000+06:00
sell,0.01,0.01,XAUUSD,4615.663,4623.021,4645.693,4565.777,-0.11,-7.36,user,2026-02-02 15:03:05.137000+06:00,2026-02-02 15:04:28.339000+06:00
sell,0.01,0.01,XAUUSD,4627.677,4629.314,4641.396,4575.761,-0.11,-1.63,user,2026-02-02 15:04:58.090000+06:00,2026-02-02 15:05:27.588000+06:00
buy,0.01,0.02,XAUUSD,4633.15,4635.059,4623.035,4647.066,,1.91,user,2026-02-02 15:05:39.095000+06:00,2026-02-02 15:05:58.595000+06:00
buy,0.01,0.02,XAUUSD,4633.15,4623.669,4623.035,4647.066,-0.22,-9.48,user,2026-02-02 15:05:39.095000+06:00,2026-02-02 15:06:45.645000+06:00
sell,0.01,0.01,XAUUSD,4630.793,4637.963,4637.963,4577.219,-0.11,-7.17,sl,2026-02-02 15:10:15.824000+06:00,2026-02-02 15:10:38.318000+06:00
sell,0.01,0.01,XAUUSD,4624.664,4637.048,4651.559,,-0.11,-12.39,user,2026-02-02 15:07:28.732000+06:00,2026-02-02 15:10:41.475000+06:00
buy,0.03,0.03,XAUUSD,4640.836,4642.843,4629.372,4691.192,-0.33,6.02,user,2026-02-02 15:11:02.096000+06:00,2026-02-02 15:11:06.679000+06:00
buy,0.01,0.01,XAGUSD,78.061,78.20400000000001,77.807,78.733,-1.0,7.15,user,2026-02-02 15:11:36.954000+06:00,2026-02-02 15:12:41.695000+06:00
sell,0.01,0.01,XAGUSD,77.998,77.783,78.268,77.534,-1.0,10.75,user,2026-02-02 15:13:27.443000+06:00,2026-02-02 15:13:55.006000+06:00
sell,0.01,0.01,XAGUSD,77.365,77.886,77.886,76.66,-1.0,-26.05,sl,2026-02-02 15:16:04.376000+06:00,2026-02-02 15:17:25.939000+06:00
buy,0.01,0.01,XAGUSD,77.891,77.612,77.612,78.72,-1.0,-13.95,sl,2026-02-02 15:19:04.723000+06:00,2026-02-02 15:19:24.967000+06:00
buy,0.01,0.01,XAGUSD,78.034,77.756,77.756,78.864,-1.0,-13.9,sl,2026-02-02 15:20:06.216000+06:00,2026-02-02 15:20:29.703000+06:00
