type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,close_reason,opening_time_bd,closing_time_bd
buy,0.01,0.01,BTCUSD,92534.52,92792.68,92191.4,93139.66,-0.16,0,2.58,user,2026-01-05 15:36:42.898,2026-01-05 15:48:22.278
buy,0.01,0.01,XAUUSD,4435.833,4435.025000000001,4435.294,4440.15,-0.11,0,-0.8,sl,2026-01-05 15:54:16.001,2026-01-05 15:54:28.576
buy,0.01,0.01,XAUUSD,4434.2,4433.644,4433.644,4438.494,-0.11,0,-0.56,sl,2026-01-05 16:02:29.394,2026-01-05 16:02:33.975
buy,0.01,0.01,XAUUSD,4432.5,4432.752,4431.069,4434.283,-0.11,0,0.25,user,2026-01-05 16:08:00.270,2026-01-05 16:09:23.483
buy,0.01,0.01,XAUUSD,4432.296,4433.4580000000005,4431.394,4433.886,-0.11,0,1.16,user,2026-01-05 16:11:33.718,2026-01-05 16:13:44.660
buy,0.01,0.01,XAUUSD,4431.773,4432.168,4430.889,4433.741,-0.11,0,0.4,user,2026-01-05 16:19:05.212,2026-01-05 16:19:39.038
buy,0.01,0.01,XAUUSD,4432.672,4436.006,4431.467,4439.193,-0.11,0,3.34,user,2026-01-05 16:16:05.949,2026-01-05 16:32:16.433
buy,0.01,0.01,XAUUSD,4437.83,4438.024,4435.966,4442.949,-0.11,0,0.19,user,2026-01-05 16:55:16.538,2026-01-05 16:56:29.511
buy,0.01,0.01,XAUUSD,4436.901,4435.888,4435.888,4442.128,-0.11,0,-1.01,sl,2026-01-05 16:57:38.107,2026-01-05 16:58:03.058
buy,0.01,0.01,XAUUSD,4435.891,4434.56,4434.56,4439.521,-0.11,0,-1.33,sl,2026-01-05 16:58:31.301,2026-01-05 17:01:40.469
buy,0.01,0.01,XAUUSD,4433.367,4432.564,4433.115,4438.945,-0.11,0,-0.81,sl,2026-01-05 17:02:47.597,2026-01-05 17:02:51.020
buy,0.01,0.01,XAUUSD,4433.532,4432.59,4432.59,4438.981,-0.11,0,-0.94,sl,2026-01-05 17:03:40.597,2026-01-05 17:04:17.679
buy,0.01,0.01,XAUUSD,4433.062,4432.542,4432.542,4438.655,-0.11,0,-0.52,sl,2026-01-05 17:15:16.525,2026-01-05 17:15:26.655
buy,0.01,0.01,XAUUSD,4428.752,4429.028,4426.376,4433.566,-0.11,0,0.28,user,2026-01-05 17:18:27.782,2026-01-05 17:18:31.618
buy,0.01,0.01,XAUUSD,4429.567,4427.821,4427.821,4435.007,-0.11,0,-1.75,sl,2026-01-05 17:17:44.899,2026-01-05 17:18:41.106
buy,0.01,0.01,XAUUSD,4426.818,4428.072,4426.466,4432.425,-0.11,0,1.25,user,2026-01-05 17:24:41.024,2026-01-05 17:25:01.582
buy,0.01,0.01,XAUUSD,4428.517,4426.348,4426.348,4438.928,-0.11,0,-2.17,sl,2026-01-05 17:18:43.938,2026-01-05 17:25:43.392
buy,0.01,0.01,XAUUSD,4426.729,4426.466,4426.466,4432.28,-0.11,0,-0.26,sl,2026-01-05 17:25:33.819,2026-01-05 17:25:43.512
sell,0.01,0.01,XAUUSD,4416.035,4417.461,4417.461,4412.311,-0.11,0,-1.42,sl,2026-01-05 17:31:16.210,2026-01-05 17:32:00.609
sell,0.01,0.01,XAUUSD,4415.851,4418.029,4418.029,4412.885,-0.11,0,-2.18,sl,2026-01-05 17:30:55.500,2026-01-05 17:32:05.482
sell,0.01,0.01,XAUUSD,4420.059,4422.003,4422.003,4413.976,-0.11,0,-1.94,sl,2026-01-05 17:35:01.263,2026-01-05 17:37:06.156
sell,0.02,0.02,XAUUSD,4421.834,4422.843,4422.843,4418.236,-0.22,0,-2.02,sl,2026-01-05 17:38:21.718,2026-01-05 17:39:28.703
sell,0.02,0.02,XAUUSD,4422.197,4423.013,4423.013,4414.073,-0.22,0,-1.64,sl,2026-01-05 17:40:27.466,2026-01-05 17:40:34.724
sell,0.02,0.02,XAUUSD,4422.607,4424.167,4424.167,4414.444,-0.22,0,-3.12,sl,2026-01-05 17:39:23.197,2026-01-05 17:43:21.520
sell,0.01,0.03,XAUUSD,4423.851,4423.737,4428.206,4414.833,,0,0.11,user,2026-01-05 17:43:58.797,2026-01-05 17:45:46.609
sell,0.01,0.03,XAUUSD,4423.851,4423.068,4428.206,4414.833,,0,0.78,user,2026-01-05 17:43:58.797,2026-01-05 17:47:26.685
sell,0.01,0.03,XAUUSD,4423.851,4420.482,4428.206,4414.833,-0.33,0,3.37,user,2026-01-05 17:43:58.797,2026-01-05 17:59:04.592
sell,0.01,0.01,XAUUSD,4419.353,4421.361,4426.172,4405.056,-0.11,0,-2.01,user,2026-01-05 17:59:55.355,2026-01-05 18:01:04.812
sell,0.01,0.01,XAUUSD,4417.139,4408.29,4419.773,4405.811,-0.11,0,8.85,user,2026-01-05 18:06:40.094,2026-01-05 18:43:22.365
sell,0.01,0.01,XAUUSD,4410.86,4412.391,4412.391,4404.485,-0.11,0,-1.53,sl,2026-01-05 18:46:21.481,2026-01-05 19:01:23.710
buy,0.01,0.01,XAUUSD,4415.316,4415.612,4412.78,4428.845,-0.11,0,0.29,user,2026-01-05 19:04:18.084,2026-01-05 19:05:10.809
buy,0.01,0.01,XAUUSD,4417.331,4416.925,4416.925,4429.806,-0.11,0,-0.4,sl,2026-01-05 19:07:42.669,2026-01-05 19:07:49.419
buy,0.01,0.01,XAUUSD,4418.827,4413.996,4415.164,4431.234,-0.11,0,-4.83,sl,2026-01-05 19:06:57.661,2026-01-05 19:08:07.708
sell,0.01,0.01,XAUUSD,4411.568,4409.985,4412.901,4398.07,-0.11,0,1.58,user,2026-01-05 19:13:13.399,2026-01-05 19:13:41.228
sell,0.01,0.01,XAUUSD,4411.516,4412.552,4412.552,4396.523,-0.11,0,-1.03,sl,2026-01-05 19:18:52.635,2026-01-05 19:19:21.306
sell,0.01,0.01,XAUUSD,4408.889,4413.113,4413.113,4400.585,-0.11,0,-4.22,sl,2026-01-05 19:09:57.344,2026-01-05 19:20:05.354
buy,0.01,0.01,XAUUSD,4408.722,4406.981,4406.981,4424.169,-0.11,0,-1.74,sl,2026-01-05 19:21:24.410,2026-01-05 19:22:02.694
buy,0.02,0.02,XAUUSD,4407.306,4404.5560000000005,4405.858,4422.507,-0.22,0,-5.5,sl,2026-01-05 19:22:48.932,2026-01-05 19:22:56.931
sell,0.01,0.01,XAUUSD,4407.292,4405.251,4409.2,4396.051,-0.11,0,2.04,user,2026-01-05 19:23:57.738,2026-01-05 19:25:42.369
sell,0.01,0.01,XAUUSD,4405.688,4400.394,4409.356,4400.394,-0.11,0,5.3,tp,2026-01-05 19:26:59.746,2026-01-05 19:29:10.836
sell,0.01,0.01,XAUUSD,4400.595,4404.3730000000005,4405.219,4391.011,-0.11,0,-3.77,user,2026-01-05 19:29:48.985,2026-01-05 19:31:56.719
sell,0.02,0.02,XAUUSD,4404.374,4408.536,4408.536,4398.193,-0.22,0,-8.32,sl,2026-01-05 19:32:47.755,2026-01-05 19:34:49.147
buy,0.01,0.03,XAUUSD,4410.957,4410.102,4406.78,4432.361,,0,-0.86,user,2026-01-05 19:36:34.238,2026-01-05 19:37:58.063
buy,0.01,0.01,XAUUSD,4412.189,4413.52,4407.297,4419.77,-0.11,0,1.33,user,2026-01-05 19:44:54.214,2026-01-05 19:45:15.514
buy,0.01,0.03,XAUUSD,4410.957,4414.3460000000005,4406.78,4432.361,,0,3.39,user,2026-01-05 19:36:34.238,2026-01-05 19:47:00.623
buy,0.01,0.03,XAUUSD,4410.957,4414.414,4406.78,4432.361,-0.33,0,3.45,user,2026-01-05 19:36:34.238,2026-01-05 19:48:55.329
buy,0.01,0.01,XAUUSD,4416.903,4427.7080000000005,4411.599,4429.036,-0.11,0,10.81,user,2026-01-05 19:59:09.085,2026-01-05 20:11:16.949
buy,0.01,0.01,XAUUSD,4427.017,4425.169,4425.169,4429.337,-0.11,0,-1.85,sl,2026-01-05 20:15:01.260,2026-01-05 20:15:42.256
buy,0.01,0.01,XAUUSD,4425.107,4423.57,4423.57,4427.879,-0.11,0,-1.54,sl,2026-01-05 20:18:14.898,2026-01-05 20:19:09.541
buy,0.01,0.01,XAUUSD,4425.573,4429.566,4424.655,4429.566,-0.11,0,4.0,tp,2026-01-05 20:18:01.582,2026-01-05 20:21:04.361
buy,0.01,0.01,XAUUSD,4423.123,4421.381,4421.381,4426.991,-0.11,0,-1.74,sl,2026-01-05 20:31:10.615,2026-01-05 20:31:29.648
buy,0.01,0.01,XAUUSD,4424.006,4423.116,4423.116,4434.239,-0.11,0,-0.89,sl,2026-01-05 20:33:03.815,2026-01-05 20:35:12.339
buy,0.01,0.01,XAUUSD,4419.901,4419.887,4420.316,4425.017,-0.11,0,-0.01,sl,2026-01-05 20:36:09.755,2026-01-05 20:37:36.896
buy,0.01,0.01,XAUUSD,4421.026,4422.129,4417.939,4424.647,-0.11,0,1.1,user,2026-01-05 20:38:36.304,2026-01-05 20:39:05.027
buy,0.01,0.01,XAUUSD,4424.003,4424.369,4421.901,4429.623,-0.11,0,0.37,user,2026-01-05 20:41:15.603,2026-01-05 20:41:21.816
buy,0.01,0.01,XAUUSD,4430.079,4430.726,4427.705,4435.425,-0.11,0,0.65,user,2026-01-05 20:45:04.985,2026-01-05 20:45:09.530
buy,0.01,0.01,XAUUSD,4428.736,4429.488,4426.091,4433.811,-0.11,0,0.75,user,2026-01-05 20:45:35.835,2026-01-05 20:45:38.897
buy,0.01,0.01,XAUUSD,4431.624,4432.234,4425.275,4434.964,-0.11,0,0.61,user,2026-01-05 20:46:11.013,2026-01-05 20:46:16.560
buy,0.01,0.01,XAUUSD,4437.372,4437.7300000000005,4435.637,4439.16,-0.11,0,0.36,user,2026-01-05 20:54:21.146,2026-01-05 20:54:28.459
buy,0.01,0.01,XAUUSD,4440.486,4439.448,4439.448,4441.919,-0.11,0,-1.04,sl,2026-01-05 20:56:05.661,2026-01-05 20:56:21.965
buy,0.01,0.01,XAUUSD,4439.995,4437.8,4437.485,4443.549,-0.11,0,-2.2,user,2026-01-05 20:57:18.291,2026-01-05 20:57:47.898
buy,0.01,0.01,XAUUSD,4437.721,4436.2880000000005,,4443.87,-0.11,0,-1.43,user,2026-01-05 20:57:50.098,2026-01-05 20:57:55.192
buy,0.01,0.01,XAUUSD,4437.183,4440.803,4435.868,4440.803,-0.11,0,3.62,tp,2026-01-05 20:59:26.773,2026-01-05 21:00:03.916
buy,0.01,0.01,XAUUSD,4444.019,4448.309,4436.85,4454.636,-0.11,0,4.29,user,2026-01-05 21:01:42.074,2026-01-05 21:03:08.284
buy,0.01,0.01,XAUUSD,4452.615,4451.209,4451.46,4457.12,-0.11,0,-1.41,sl,2026-01-05 21:06:35.935,2026-01-05 21:06:42.638
buy,0.01,0.01,XAUUSD,4452.621,4453.472,4447.908,4458.508,-0.11,0,0.85,user,2026-01-05 21:09:09.357,2026-01-05 21:09:12.544
buy,0.01,0.01,XAUUSD,4453.466,4453.71,4449.785,4460.385,-0.11,0,0.24,user,2026-01-05 21:08:58.250,2026-01-05 21:09:23.273
buy,0.01,0.01,XAUUSD,4452.169,4451.229,4451.229,4459.63,-0.11,0,-0.94,sl,2026-01-05 21:10:24.224,2026-01-05 21:10:29.459
buy,0.01,0.01,XAUUSD,4452.069,4449.697,4450.569,4458.969,-0.11,0,-2.37,sl,2026-01-05 21:10:35.713,2026-01-05 21:10:47.779
sell,0.01,0.01,XAUUSD,4450.077,4449.658,4451.464,4443.064,-0.11,0,0.42,user,2026-01-05 21:11:06.402,2026-01-05 21:11:23.278
buy,0.01,0.01,XAUUSD,4448.33,4448.934,4445.388,4452.935,-0.11,0,0.6,user,2026-01-05 21:14:23.239,2026-01-05 21:16:35.265
buy,0.01,0.01,XAUUSD,4449.909,4448.968,4448.968,4457.831,-0.11,0,-0.94,sl,2026-01-05 21:18:17.347,2026-01-05 21:18:21.023
buy,0.01,0.01,XAUUSD,4448.791,4450.097,4447.613,4456.27,-0.11,0,1.31,user,2026-01-05 21:20:35.102,2026-01-05 21:20:49.334
buy,0.01,0.01,XAUUSD,4450.246,4450.078,4445.388,4457.807,-0.11,0,-0.17,user,2026-01-05 21:20:07.841,2026-01-05 21:21:18.231
buy,0.01,0.01,XAUUSD,4449.497,4450.852,4445.291,4453.032,-0.11,0,1.35,user,2026-01-05 21:23:43.740,2026-01-05 21:24:29.373
buy,0.01,0.01,XAUUSD,4449.587,4447.731,4444.102,4456.522,-0.11,0,-1.86,user,2026-01-05 21:24:41.022,2026-01-05 21:25:02.118
buy,0.01,0.01,XAUUSD,4445.243,4447.702,4447.702,4453.301,-0.11,0,2.46,sl,2026-01-05 21:25:27.136,2026-01-05 21:27:40.816
buy,0.01,0.01,XAUUSD,4445.872,4445.735,4445.735,4453.476,-0.11,0,-0.13,sl,2026-01-05 21:28:38.754,2026-01-05 21:28:39.708
buy,0.01,0.01,XAUUSD,4445.162,4443.486,4443.831,4446.85,-0.11,0,-1.67,sl,2026-01-05 21:29:18.772,2026-01-05 21:30:06.180
buy,0.01,0.01,XAUUSD,4443.775,4441.077,4441.077,4454.847,-0.11,0,-2.7,sl,2026-01-05 21:31:37.465,2026-01-05 21:34:07.456
buy,0.01,0.02,XAUUSD,4443.026,4444.579,4439.051,4454.475,,0,1.55,user,2026-01-05 21:34:49.488,2026-01-05 21:35:24.014
buy,0.01,0.02,XAUUSD,4443.026,4439.051,4439.051,4454.475,-0.22,0,-3.98,sl,2026-01-05 21:34:49.488,2026-01-05 21:36:43.739
buy,0.02,0.02,XAUUSD,4438.855,4436.031,4436.031,4454.545,-0.22,0,-5.65,sl,2026-01-05 21:38:03.231,2026-01-05 21:38:46.684
buy,0.02,0.02,XAUUSD,4438.913,4440.241,4436.101,4454.616,-0.22,0,2.65,user,2026-01-05 21:40:09.101,2026-01-05 21:41:28.802
buy,0.02,0.02,XAUUSD,4444.587,4446.697,4441.195,4450.715,-0.22,0,4.22,user,2026-01-05 21:44:19.008,2026-01-05 21:44:27.780
buy,0.01,0.01,XAUUSD,4442.941,4443.179,4443.179,4453.774,-0.11,0,0.24,sl,2026-01-05 21:43:07.741,2026-01-05 21:49:06.408
buy,0.01,0.01,XAUUSD,4443.702,4444.284,4439.97,4449.49,-0.11,0,0.58,user,2026-01-05 21:49:34.330,2026-01-05 21:54:26.161
buy,0.01,0.01,XAUUSD,4448.633,4451.463,4444.659,4456.403,-0.11,0,2.83,user,2026-01-05 21:59:45.044,2026-01-05 22:01:19.158
buy,0.01,0.01,XAUUSD,4449.668,4444.953,4445.36,4455.498,-0.11,0,-4.72,sl,2026-01-05 22:01:47.275,2026-01-05 22:06:20.949
buy,0.01,0.01,XAUUSD,4446.002,4444.848,4445.358,4452.693,-0.11,0,-1.15,sl,2026-01-05 22:06:15.530,2026-01-05 22:06:21.095
buy,0.01,0.01,XAUUSD,4441.558,4439.725,4439.725,4444.565,-0.11,0,-1.83,sl,2026-01-05 22:08:35.039,2026-01-05 22:10:53.622
buy,0.01,0.02,XAUUSD,4443.278,4441.96,4439.236,4446.652,,0,-1.32,user,2026-01-05 22:11:17.373,2026-01-05 22:11:38.709
buy,0.01,0.02,XAUUSD,4443.278,4441.368,4439.236,4446.652,-0.22,0,-1.91,user,2026-01-05 22:11:17.373,2026-01-05 22:11:52.266
buy,0.01,0.03,XAUUSD,4446.185,4445.997,4442.153,4450.901,,0,-0.19,user,2026-01-05 22:14:10.973,2026-01-05 22:14:25.184
buy,0.02,0.03,XAUUSD,4446.185,4446.627,4442.153,4450.901,-0.33,0,0.88,user,2026-01-05 22:14:10.973,2026-01-05 22:14:57.557
buy,0.01,0.01,XAUUSD,4446.216,4444.134,4444.736,4449.568,-0.11,0,-2.09,sl,2026-01-05 22:17:54.184,2026-01-05 22:21:39.365
sell,0.01,0.02,XAUUSD,4445.285,4445.558,4447.569,4442.027,,0,-0.27,user,2026-01-05 22:21:55.401,2026-01-05 22:23:11.208
sell,0.01,0.02,XAUUSD,4445.285,4442.027,4447.569,4442.027,-0.22,0,3.26,tp,2026-01-05 22:21:55.401,2026-01-05 22:26:32.472
buy,0.01,0.01,XAUUSD,4443.076,4442.027,4442.027,4445.979,-0.11,0,-1.05,sl,2026-01-05 22:28:25.274,2026-01-05 22:28:50.822
buy,0.05,0.05,XAUUSD,4446.121,4443.706,4443.706,4448.788,-0.55,0,-12.08,sl,2026-01-05 22:35:18.452,2026-01-05 22:36:12.240
buy,0.05,0.05,XAUUSD,4444.953,4443.905,4442.635,4447.717,-0.55,0,-5.24,user,2026-01-05 22:35:50.523,2026-01-05 22:37:48.333
buy,0.05,0.05,XAUUSD,4444.575,4445.4310000000005,,,-0.55,0,4.28,user,2026-01-05 22:41:28.688,2026-01-05 22:43:06.306
buy,0.05,0.05,XAUUSD,4445.698,4445.533,,4455.468,-0.55,0,-0.82,user,2026-01-05 22:41:03.378,2026-01-05 22:46:37.857
buy,0.05,0.05,XAUUSD,4447.917,4451.307,,4454.958,-0.55,0,16.95,user,2026-01-05 22:49:16.493,2026-01-05 22:50:14.794
buy,0.01,0.01,XAUUSD,4453.257,4448.102,,,-0.11,0,-5.16,user,2026-01-05 22:52:53.175,2026-01-05 22:56:54.547
buy,0.01,0.01,XAUUSD,4452.308,4448.102,,,-0.11,0,-4.21,user,2026-01-05 22:55:06.140,2026-01-05 22:56:54.558
buy,0.01,0.01,XAUUSD,4451.729,4448.102,,,-0.11,0,-3.63,user,2026-01-05 22:55:22.534,2026-01-05 22:56:54.568
buy,0.05,0.05,XAUUSD,4448.874,4442.677,,4457.245,-0.55,0,-30.98,user,2026-01-05 22:57:05.044,2026-01-05 22:59:37.403
buy,0.05,0.05,XAUUSD,4444.142,4439.378,4439.378,4452.498,-0.55,0,-23.82,sl,2026-01-05 22:59:13.129,2026-01-05 23:00:14.506
sell,0.05,0.05,XAUUSD,4440.188,4441.793,4445.067,4431.947,-0.55,0,-8.03,so,2026-01-05 23:00:54.031,2026-01-05 23:01:02.511
buy,0.01,0.01,BTCUSD,90782.06,90626.95,90629.01,91080.6,-0.16,0,-1.55,sl,2026-01-12 01:06:03.397,2026-01-12 01:47:00.900
buy,0.01,0.01,XAUUSD,4523.411,4532.33,4508.781,4538.64,-0.11,0,8.92,user,2026-01-12 05:05:21.492,2026-01-12 05:19:33.753
buy,0.01,0.01,XAUUSD,4542.132,4538.904,4539.262,4547.159,-0.11,0,-3.23,sl,2026-01-12 05:51:59.339,2026-01-12 05:56:37.189
buy,0.02,0.02,XAUUSD,4541.833,4543.538,,4543.538,-0.22,0,3.41,tp,2026-01-12 06:02:51.473,2026-01-12 06:03:59.882
buy,0.01,0.02,XAUUSD,4594.122,4595.393,4578.633,4770.146,,0,1.27,user,2026-01-12 14:48:34.443,2026-01-12 14:50:42.234
buy,0.01,0.01,XAUUSD,4597.508,4597.638,4595.111,,-0.11,0,0.13,user,2026-01-12 15:11:01.865,2026-01-12 15:13:52.059
buy,0.01,0.01,XAUUSD,4588.331,4592.125,4588.271,4596.905,-0.11,0,3.8,user,2026-01-12 16:35:35.776,2026-01-12 16:40:40.608
buy,0.01,0.01,XAUUSD,4595.07,4593.9,4593.9,4599.357,-0.11,0,-1.17,sl,2026-01-12 16:57:54.461,2026-01-12 17:00:01.758
buy,0.01,0.01,XAUUSD,4585.312,4582.903,4582.903,4589.794,-0.11,0,-2.41,sl,2026-01-12 17:53:49.423,2026-01-12 17:56:17.591
buy,0.01,0.01,XAUUSD,4584.913,4584.9580000000005,4583.477,,-0.11,0,0.05,user,2026-01-12 18:34:05.270,2026-01-12 18:35:09.662
buy,0.01,0.01,XAUUSD,4584.658,4589.177,4583.484,,-0.11,0,4.52,user,2026-01-12 18:36:10.617,2026-01-12 18:51:32.076
buy,0.01,0.01,XAUUSD,4583.318,4588.764,4569.696,,-0.11,0,5.44,user,2026-01-12 17:59:33.560,2026-01-12 18:57:12.736
buy,0.01,0.01,XAUUSD,4592.131,4594.900000000001,,,-0.11,0,2.77,user,2026-01-12 19:01:40.441,2026-01-12 19:03:40.470
buy,0.01,0.02,XAUUSD,4594.122,4607.671,4578.633,4770.146,-0.22,0,13.55,user,2026-01-12 14:48:34.443,2026-01-12 19:21:09.449
buy,0.01,0.02,XAUUSD,4608.015,4608.831,4606.266,4614.599,,0,0.81,user,2026-01-12 19:35:28.871,2026-01-12 19:35:57.112
buy,0.01,0.02,XAUUSD,4608.015,4614.599,4606.266,4614.599,-0.22,0,6.58,tp,2026-01-12 19:35:28.871,2026-01-12 19:48:04.983
buy,0.01,0.01,XAUUSD,4613.027,4608.867,4608.867,,-0.11,0,-4.16,sl,2026-01-12 20:01:17.381,2026-01-12 20:02:50.476
buy,0.01,0.01,XAUUSD,4604.592,4598.157,4598.157,,-0.11,0,-6.43,sl,2026-01-12 20:04:19.817,2026-01-12 20:08:49.213
buy,0.02,0.02,XAUUSD,4595.953,4597.975,4589.524,,-0.22,0,4.04,user,2026-01-12 20:11:26.188,2026-01-12 20:11:53.202
buy,0.01,0.01,XAUUSD,4595.97,4596.814,4592.581,4600.191,-0.11,0,0.84,user,2026-01-12 20:13:29.295,2026-01-12 20:13:38.020
buy,0.01,0.01,XAUUSD,4593.863,4594.93,4590.435,4614.127,-0.11,0,1.07,user,2026-01-12 20:17:00.429,2026-01-12 20:17:18.868
buy,0.01,0.01,XAUUSD,4597.732,4595.841,4589.686,4618.009,-0.11,0,-1.89,user,2026-01-12 20:18:45.560,2026-01-12 20:19:47.634
