ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
1952682171,2026-01-20T18:19:18.224000,2026-01-20T18:20:37.031000,buy,0.02,0.02,XAUUSD,4764.828,4765.378,4763.893,4767.251,-0.22,0,1.1,,,user
1952678684,2026-01-20T18:16:25.688000,2026-01-20T18:17:25.714000,buy,0.02,0.02,XAUUSD,4764.326,4765.18,4763.128,,-0.22,0,1.71,,,user
1952669936,2026-01-20T18:10:41.938000,2026-01-20T18:13:47.983000,buy,0.01,0.02,XAUUSD,4763.387,4762.211,4762.211,,-0.22,0,-1.18,,,sl
1952669936,2026-01-20T18:10:41.938000,2026-01-20T18:12:06.480000,buy,0.01,0.02,XAUUSD,4763.387,4764.712,4762.211,,,0,1.32,,,user
1952664615,2026-01-20T18:06:54.825000,2026-01-20T18:07:14.180000,buy,0.02,0.02,XAUUSD,4761.642,4762.847,,,-0.22,0,2.41,,,user
1952663474,2026-01-20T18:06:01.957000,2026-01-20T18:06:15.664000,buy,0.1,0.1,XAUUSD,4760.81,4762.0650000000005,4759.846,4762.764,-1.1,0,12.55,,,user
1952660341,2026-01-20T18:03:06.564000,2026-01-20T18:05:08.155000,buy,0.01,0.02,XAUUSD,4761.68,4759.915,4759.915,4765.116,-0.22,0,-1.76,,,sl
1952660341,2026-01-20T18:03:06.564000,2026-01-20T18:04:45.461000,buy,0.01,0.02,XAUUSD,4761.68,4761.251,4759.915,4765.116,,0,-0.43,,,user
1952655818,2026-01-20T18:01:00.119000,2026-01-20T18:01:39.905000,buy,0.05,0.1,XAUUSD,4760.285,4762.725,4758.895,4763.289,-1.1,0,12.2,,,user
1952655818,2026-01-20T18:01:00.119000,2026-01-20T18:01:37.430000,buy,0.05,0.1,XAUUSD,4760.285,4762.66,4758.895,4763.289,,0,11.87,,,user
1952653120,2026-01-20T17:59:11.176000,2026-01-20T17:59:46.521000,buy,0.1,0.1,XAUUSD,4760.172,4759.717000000001,4759.323,4763.717,-1.1,0,-4.55,,,user
1952647986,2026-01-20T17:56:26.232000,2026-01-20T17:56:53.720000,buy,0.1,0.1,XAUUSD,4759.094,4759.2390000000005,4757.366,4761.262,-1.1,0,1.45,,,user
1952625016,2026-01-20T17:41:48.998000,2026-01-20T17:44:45.786000,buy,0.1,0.2,XAUUSD,4753.064,4754.865,4751.921,4754.865,-2.2,0,18.01,,,tp
1952625016,2026-01-20T17:41:48.998000,2026-01-20T17:43:51.502000,buy,0.1,0.2,XAUUSD,4753.064,4754.106,4751.921,4754.865,,0,10.42,,,user
1952622320,2026-01-20T17:39:13.162000,2026-01-20T17:41:12.646000,buy,0.1,0.1,XAUUSD,4754.236,4753.375,4753.375,4755.734,-1.1,0,-8.61,,,sl
1952620430,2026-01-20T17:37:35.819000,2026-01-20T17:37:57.459000,buy,0.05,0.05,XAUUSD,4755.257,4753.671,4753.671,4757.964,-0.55,0,-7.93,,,sl
1952620762,2026-01-20T17:37:56.960000,2026-01-20T17:37:57.326000,buy,0.05,0.05,XAUUSD,4754.696,4753.736,4753.736,4757.566,-0.55,0,-4.8,,,sl
1952614624,2026-01-20T17:34:25.657000,2026-01-20T17:36:00.554000,buy,0.1,0.1,XAUUSD,4753.437,4754.475,4752.253,4757.088,-1.1,0,10.38,,,user
1952609536,2026-01-20T17:30:45.209000,2026-01-20T17:33:03.549000,buy,0.1,0.1,XAUUSD,4755.493,4753.865,4753.865,4757.411,-1.1,0,-16.28,,,sl
1952601235,2026-01-20T17:25:32.668000,2026-01-20T17:29:14.117000,sell,0.01,0.03,XAUUSD,4753.074,4756.195,4756.195,4748.699,-0.33,0,-3.13,,,sl
1952601235,2026-01-20T17:25:32.668000,2026-01-20T17:27:21.261000,sell,0.01,0.03,XAUUSD,4753.074,4753.808,4756.195,4748.699,,0,-0.74,,,user
1952601235,2026-01-20T17:25:32.668000,2026-01-20T17:25:52.942000,sell,0.01,0.03,XAUUSD,4753.074,4753.124,4756.195,4748.699,,0,-0.05,,,user
1952585962,2026-01-20T17:15:07.688000,2026-01-20T17:20:22.080000,buy,0.01,0.05,XAUUSD,4753.04,4752.965,4751.867,4759.313,-0.55,0,-0.07,,,user
1952585962,2026-01-20T17:15:07.688000,2026-01-20T17:19:05.631000,buy,0.01,0.05,XAUUSD,4753.04,4754.219,4751.867,4759.313,,0,1.18,,,user
1952585962,2026-01-20T17:15:07.688000,2026-01-20T17:17:46.706000,buy,0.03,0.05,XAUUSD,4753.04,4755.353,4751.867,4759.313,,0,6.94,,,user
1952567127,2026-01-20T17:04:04.825000,2026-01-20T17:10:21.417000,buy,0.02,0.05,XAUUSD,4748.403,4747.325,4747.325,4753.473,-0.55,0,-2.16,,,sl
1952567127,2026-01-20T17:04:04.825000,2026-01-20T17:09:51.146000,buy,0.01,0.05,XAUUSD,4748.403,4748.9130000000005,4747.325,4753.473,,0,0.51,,,user
1952567127,2026-01-20T17:04:04.825000,2026-01-20T17:04:43.620000,buy,0.02,0.05,XAUUSD,4748.403,4751.601,4747.325,4753.473,,0,6.39,,,user
1952530803,2026-01-20T16:52:29.891000,2026-01-20T16:52:56.871000,buy,0.05,0.05,XAUUSD,4747.421,4748.535,4745.838,4749.517,-0.55,0,5.57,,,user
1952522876,2026-01-20T16:48:19.143000,2026-01-20T16:49:01.854000,buy,0.1,0.1,XAUUSD,4747.248,4747.814,4745.611,4749.299,-1.1,0,5.66,,,user
