type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,profit_usd,close_reason,opening_time_bd,closing_time_bd,Images,Say,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,swap_usd,trade_pnl,capital
buy,0.01,0.01,XAUUSD,4311.149,4308.924,4309.402,4317.085,-0.11,-2.23,sl,2025-12-31 18:09:16,2025-12-31 18:09:40,,,,,,,,,,0,-2.34,93.08
sell,0.02,0.02,XAUUSD,4309.262,4311.467,4311.467,4296.184,-0.22,-4.41,sl,2025-12-31 18:09:49,2025-12-31 18:11:57,,,,,,,,,,0,-4.63,88.45
buy,0.02,0.02,XAUUSD,4310.404,4308.393,4308.393,,-0.22,-4.02,sl,2025-12-31 18:12:13,2025-12-31 18:12:43,,,,,,,,,,0,-4.239999999999999,84.21000000000001
sell,0.03,0.03,XAUUSD,4309.12,4310.2,4311.134,4305.184,-0.33,-3.24,user,2025-12-31 18:13:27,2025-12-31 18:16:02,,,,,,,,,,0,-3.5700000000000003,80.64
sell,0.01,0.02,XAUUSD,4307.996,4306.633,4315.084,4288.501,0.0,1.37,user,2025-12-31 18:17:42,2025-12-31 18:23:35,,,,,,,,,,0,1.37,82.01
sell,0.01,0.01,XAUUSD,4306.919,4306.598,4307.644,,-0.11,0.32,user,2025-12-31 18:28:41,2025-12-31 18:29:31,,,,,,,,,,0,0.21000000000000002,82.22
sell,0.01,0.01,XAUUSD,4303.613,4307.53,4307.53,,-0.11,-3.92,sl,2025-12-31 18:25:06,2025-12-31 18:29:52,,,,,,,,,,0,-4.03,78.19
sell,0.01,0.02,XAUUSD,4307.996,4309.571,4315.084,4288.501,-0.22,-1.57,user,2025-12-31 18:17:42,2025-12-31 18:30:56,,,,,,,,,,0,-1.79,76.4
buy,0.01,0.03,XAUUSD,4310.385,4310.859,4307.527,,0.0,0.47,user,2025-12-31 18:31:22,2025-12-31 18:31:45,,,,,,,,,,0,0.47,76.87
buy,0.02,0.03,XAUUSD,4310.385,4309.871,4307.527,,-0.33,-1.03,user,2025-12-31 18:31:22,2025-12-31 18:32:21,,,,,,,,,,0,-1.36,75.51
sell,0.01,0.03,XAUUSD,4308.455,4309.608,4311.473,4303.626,0.0,-1.15,user,2025-12-31 18:33:09,2025-12-31 18:34:05,,,,,,,,,,0,-1.15,74.36
sell,0.02,0.03,XAUUSD,4308.455,4310.741,4311.473,4303.626,-0.33,-4.57,user,2025-12-31 18:33:09,2025-12-31 18:34:18,,,,,,,,,,0,-4.9,69.46000000000001
sell,0.02,0.02,XAUUSD,4312.988,4315.849,4315.359,,-0.22,-5.72,sl,2025-12-31 18:59:35,2025-12-31 19:00:16,,,,,,,,,,0,-5.9399999999999995,63.52
sell,0.01,0.01,XAUUSD,4314.823,4315.425,4318.221,,-0.11,-0.61,user,2025-12-31 18:54:06,2025-12-31 19:02:05,,,,,,,,,,0,-0.72,62.800000000000004
sell,0.01,0.02,XAUUSD,4313.282,4309.363,4313.078,,0.0,3.92,user,2025-12-31 19:04:38,2025-12-31 19:06:16,,,,,,,,,,0,3.92,66.72
sell,0.01,0.02,XAUUSD,4313.282,4311.463,4313.078,,-0.22,1.82,user,2025-12-31 19:04:38,2025-12-31 19:07:26,,,,,,,,,,0,1.6,68.32000000000001
sell,0.01,0.01,XAUUSD,4311.43,4310.031,4317.587,,-0.11,1.4,user,2025-12-31 19:10:30,2025-12-31 19:11:12,,,,,,,,,,0,1.2899999999999998,69.61000000000001
sell,0.01,0.01,XAUUSD,4311.455,4311.07,4313.221,4306.802,-0.11,0.39,user,2025-12-31 19:09:31,2025-12-31 19:11:52,,,,,,,,,,0,0.28,69.89000000000001
sell,0.01,0.01,XAUUSD,4314.449,4316.842,4316.53,4308.774,-0.11,-2.39,sl,2025-12-31 19:17:41,2025-12-31 19:20:39,,,,,,,,,,0,-2.5,67.39000000000001
buy,0.01,0.03,XAUUSD,4316.743,4319.885,4319.668,4330.774,0.0,3.15,user,2025-12-31 19:20:48,2025-12-31 19:21:50,,,,,,,,,,0,3.15,70.54
buy,0.01,0.03,XAUUSD,4316.743,4320.422,4319.668,4330.774,0.0,3.68,user,2025-12-31 19:20:48,2025-12-31 19:22:27,,,,,,,,,,0,3.68,74.22
buy,0.01,0.03,XAUUSD,4316.743,4322.898,4319.668,4330.774,-0.33,6.16,user,2025-12-31 19:20:48,2025-12-31 19:23:39,,,,,,,,,,0,5.83,80.05000000000001
buy,0.01,0.01,XAUUSD,4325.368,4325.6,4319.504,,-0.11,0.23,user,2025-12-31 19:26:07,2025-12-31 19:26:22,,,,,,,,,,0,0.12000000000000001,80.17
buy,0.01,0.01,XAUUSD,4325.128,4329.871,4325.967,4333.121,-0.11,4.74,user,2025-12-31 19:26:30,2025-12-31 19:32:04,,,,,,,,,,0,4.63,84.80000000000001
buy,0.01,0.01,XAUUSD,4342.007,4339.845,4338.254,4349.676,-0.11,-2.16,user,2025-12-31 19:51:50,2025-12-31 19:52:09,,,,,,,,,,0,-2.27,82.53
buy,0.01,0.01,XAUUSD,4343.135,4343.918,4338.996,4349.273,-0.11,0.78,user,2025-12-31 19:53:46,2025-12-31 19:55:12,,,,,,,,,,0,0.67,83.2
buy,0.01,0.01,XAUUSD,4345.154,4346.031,,,-0.11,0.88,user,2025-12-31 19:56:17,2025-12-31 19:56:52,,,,,,,,,,0,0.77,83.97
buy,0.01,0.01,XAUUSD,4338.721,4344.133,4339.868,4348.176,-0.11,5.41,user,2025-12-31 20:08:11,2025-12-31 20:17:06,,,,,,,,,,0,5.3,89.27000000000001
buy,0.01,0.01,XAUUSD,4339.525,4336.655,4336.655,,-0.11,-2.87,sl,2025-12-31 20:24:32,2025-12-31 20:25:16,,,,,,,,,,0,-2.98,86.29
sell,0.01,0.01,XAUUSD,4334.664,4340.486,4340.23,4314.27,-0.11,-5.83,sl,2025-12-31 20:26:42,2025-12-31 20:30:39,,,,,,,,,,0,-5.94,80.35000000000001
buy,0.01,0.02,XAUUSD,4342.719,4346.481,4342.38,4352.744,0.0,3.76,user,2025-12-31 20:32:23,2025-12-31 20:33:02,,,,,,,,,,0,3.76,84.11000000000001
buy,0.01,0.02,XAUUSD,4342.719,4342.38,4342.38,4352.744,-0.22,-0.34,sl,2025-12-31 20:32:23,2025-12-31 20:35:39,,,,,,,,,,0,-0.56,83.55000000000001
buy,0.01,0.01,XAUUSD,4337.702,4333.44,4333.44,4346.931,-0.11,-4.26,sl,2025-12-31 20:40:37,2025-12-31 20:41:25,,,,,,,,,,0,-4.37,79.18
buy,0.01,0.01,XAUUSD,4332.991,4334.11,,,-0.11,1.12,user,2025-12-31 20:41:26,2025-12-31 20:41:33,,,,,,,,,,0,1.01,80.19000000000001
buy,0.02,0.02,XAUUSD,4334.412,4337.383,,,-0.22,5.95,user,2025-12-31 20:41:44,2025-12-31 20:42:00,,,,,,,,,,0,5.73,85.92000000000002
buy,0.01,0.01,XAUUSD,4338.232,4344.189,4338.57,4346.807,-0.11,5.96,user,2025-12-31 20:42:53,2025-12-31 20:45:20,,,,,,,,,,0,5.85,91.77000000000001
buy,0.01,0.01,XAUUSD,4348.846,4348.183,4343.047,4355.126,-0.11,-0.67,user,2025-12-31 20:47:29,2025-12-31 20:47:59,,,,,,,,,,0,-0.78,90.99000000000001
buy,0.01,0.01,XAUUSD,4345.481,4345.984,4342.882,,-0.11,0.5,user,2025-12-31 20:49:15,2025-12-31 20:50:20,,,,,,,,,,0,0.39,91.38000000000001
buy,0.01,0.01,XAUUSD,4347.028,4343.934,4344.389,4355.291,-0.11,-3.1,sl,2026-01-02 06:07:07,2026-01-02 6:20:04,,,,,,,,,,0,-3.21,88.17000000000002
buy,0.01,0.01,XAUUSD,4346.522,4348.763,4343.465,4354.909,-0.11,2.24,user,2026-01-02 06:28:21,2026-01-02 6:40:00,,,,,,,,,,0,2.1300000000000003,90.30000000000001
buy,0.01,0.02,XAUUSD,4349.8,4349.701,4348.701,,0.0,-0.1,user,2026-01-02 06:43:08,2026-01-02 6:43:25,,,,,,,,,,0,-0.1,90.20000000000002
buy,0.01,0.02,XAUUSD,4349.8,4351.217,4348.701,,-0.22,1.42,user,2026-01-02 06:43:08,2026-01-02 6:50:51,,,,,,,,,,0,1.2,91.4
buy,0.01,0.01,XAUUSD,4352.002,4353.476,4348.571,,-0.11,1.48,user,2026-01-02 06:51:54,2026-01-02 7:01:29,,,,,,,,,,0,1.3699999999999999,92.77000000000001
buy,0.01,0.01,XAUUSD,4349.828,4348.45,4346.387,4354.782,-0.11,-1.38,user,2026-01-02 07:11:50,2026-01-02 7:14:11,,,,,,,,,,0,-1.49,91.28
buy,0.01,0.01,XAUUSD,4349.202,4347.928,4346.387,,-0.11,-1.27,user,2026-01-02 07:20:11,2026-01-02 7:20:54,,,,,,,,,,0,-1.3800000000000001,89.9
sell,0.01,0.01,XAUUSD,4347.575,4345.228,4349.986,4337.449,-0.11,2.35,user,2026-01-02 07:22:19,2026-01-02 7:26:13,,,,,,,,,,0,2.24,92.14000000000001
buy,0.01,0.01,XAUUSD,4349.268,4349.481,4346.477,4354.897,-0.11,0.21,user,2026-01-02 07:29:33,2026-01-02 7:32:03,,,,,,,,,,0,0.09999999999999999,92.24000000000001
buy,0.01,0.01,XAUUSD,4350.473,4349.312,4348.715,4354.673,-0.11,-1.16,user,2026-01-02 07:33:02,2026-01-02 7:36:41,,,,,,,,,,0,-1.27,90.97000000000001
buy,0.01,0.01,XAUUSD,4349.456,4348.166,4348.166,,-0.11,-1.29,sl,2026-01-02 07:40:12,2026-01-02 7:40:52,,,,,,,,,,0,-1.4000000000000001,89.57000000000001
sell,0.01,0.01,XAUUSD,4348.964,4346.518,4350.062,4346.518,-0.11,2.44,tp,2026-01-02 07:41:06,2026-01-02 7:41:59,,,,,,,,,,0,2.33,91.9
buy,0.01,0.01,XAUUSD,4352.623,4349.57,4349.57,4359.619,-0.11,-3.05,sl,2026-01-02 07:50:05,2026-01-02 7:55:44,,,,,,,,,,0,-3.1599999999999997,88.74000000000001
buy,0.01,0.01,XAUUSD,4349.0,4349.139,4349.139,4354.724,-0.11,0.14,sl,2026-01-02 08:01:02,2026-01-02 8:05:18,,,,,,,,,,0,0.030000000000000013,88.77000000000001
sell,0.01,0.01,XAUUSD,4347.121,4346.907,4349.771,4340.537,-0.11,0.21,user,2026-01-02 08:09:13,2026-01-02 8:13:04,,,,,,,,,,0,0.09999999999999999,88.87
buy,0.01,0.01,XAUUSD,4347.333,4345.358,4345.645,4351.253,-0.11,-1.97,sl,2026-01-02 08:15:26,2026-01-02 8:17:03,,,,,,,,,,0,-2.08,86.79
buy,0.01,0.02,XAUUSD,4346.537,4347.678,4345.599,4350.681,0.0,1.14,user,2026-01-02 08:18:16,2026-01-02 8:19:00,,,,,,,,,,0,1.14,87.93
buy,0.01,0.02,XAUUSD,4346.537,4345.599,4345.599,4350.681,-0.22,-0.94,sl,2026-01-02 08:18:16,2026-01-02 8:20:53,,,,,,,,,,0,-1.16,86.77000000000001
buy,0.01,0.01,XAUUSD,4347.261,4350.71,4344.879,4353.491,-0.11,3.45,user,2026-01-02 08:26:21,2026-01-02 8:35:37,,,,,,,,,,0,3.3400000000000003,90.11000000000001
buy,0.01,0.01,XAUUSD,4358.881,4358.717,4354.029,4371.02,-0.11,-0.16,user,2026-01-02 08:52:33,2026-01-02 8:55:41,,,,,,,,,,0,-0.27,89.84
buy,0.01,0.01,XAUUSD,4362.611,4361.18,4357.711,4369.391,-0.11,-1.43,user,2026-01-02 08:57:21,2026-01-02 8:57:33,,,,,,,,,,0,-1.54,88.30000000000001
buy,0.01,0.01,XAUUSD,4363.923,4364.352,4359.413,4409.82,-0.11,0.43,user,2026-01-02 09:00:28,2026-01-02 9:05:21,,,,,,,,,,0,0.32,88.62
buy,0.01,0.01,XAUUSD,4381.494,4379.246,4379.246,4385.118,-0.11,-2.24,sl,2026-01-02 11:55:49,2026-01-02 12:00:31,,,,,,,,,,0,-2.35,86.27000000000001
sell,0.01,0.01,XAUUSD,4376.668,4375.694,4381.282,4369.602,-0.11,0.98,user,2026-01-02 12:38:23,2026-01-02 12:40:26,,,,,,,,,,0,0.87,87.14000000000001
sell,0.01,0.01,XAUUSD,4377.979,4374.821,4378.614,4370.704,-0.11,3.16,user,2026-01-02 12:25:13,2026-01-02 12:45:42,,,,,,,,,,0,3.0500000000000003,90.19000000000001
sell,0.01,0.01,XAUUSD,4374.57,4376.351,4377.31,4367.521,-0.11,-1.78,user,2026-01-02 12:47:27,2026-01-02 12:52:49,,,,,,,,,,0,-1.8900000000000001,88.30000000000001
buy,0.01,0.01,XAUUSD,4375.74,4373.998,4373.412,4382.574,-0.11,-1.74,user,2026-01-02 12:53:15,2026-01-02 12:55:37,,,,,,,,,,0,-1.85,86.45
sell,0.01,0.01,XAUUSD,4373.933,4378.043,4378.369,4354.656,-0.11,-4.11,user,2026-01-02 12:55:49,2026-01-02 13:15:00,,,,,,,,,,0,-4.220000000000001,82.23
buy,0.01,0.02,XAUUSD,4376.707,4375.594,4374.565,4381.138,0.0,-1.12,user,2026-01-02 13:15:23,2026-01-02 13:16:27,,,,,,,,,,0,-1.12,81.11
buy,0.01,0.02,XAUUSD,4376.707,4374.565,4374.565,4381.138,-0.22,-2.14,sl,2026-01-02 13:15:23,2026-01-02 13:18:13,,,,,,,,,,0,-2.3600000000000003,78.75
buy,0.02,0.02,XAUUSD,4383.82,4381.582,4381.582,4390.782,-0.22,-4.48,sl,2026-01-02 14:04:04,2026-01-02 14:05:31,,,,,,,,,,0,-4.7,74.05000000000001
buy,0.01,0.02,XAUUSD,4383.87,4385.417,4382.69,4406.493,0.0,1.55,user,2026-01-02 14:06:27,2026-01-02 14:08:14,,,,,,,,,,0,1.55,75.60000000000001
buy,0.01,0.01,XAUUSD,4385.731,4385.732,4384.561,4392.767,-0.11,0.0,user,2026-01-02 14:10:07,2026-01-02 14:11:03,,,,,,,,,,0,-0.11,75.49000000000001
buy,0.01,0.02,XAUUSD,4383.87,4383.326,4382.69,4406.493,-0.22,-0.54,user,2026-01-02 14:06:27,2026-01-02 14:18:29,,,,,,,,,,0,-0.76,74.73
buy,0.01,0.02,XAUUSD,4382.361,4383.767,4383.669,4404.514,0.0,1.41,user,2026-01-02 14:21:27,2026-01-02 14:23:48,,,,,,,,,,0,1.41,76.14
buy,0.01,0.02,XAUUSD,4382.361,4385.666,4383.669,4404.514,-0.22,3.31,user,2026-01-02 14:21:27,2026-01-02 14:31:43,,,,,,,,,,0,3.09,79.23
buy,0.01,0.01,XAUUSD,4387.922,4391.219,4385.858,4404.214,-0.11,3.3,user,2026-01-02 14:34:23,2026-01-02 14:46:06,,,,,,,,,,0,3.19,82.42
sell,0.01,0.01,XAUUSD,4321.819,4317.306,4324.354,4314.035,-0.11,4.51,user,2026-01-02 22:28:27,2026-01-02 22:31:12,,,,,,,,,,0,4.3999999999999995,86.82000000000001
sell,0.01,0.01,XAUUSD,4320.399,4324.284,4324.284,,-0.11,-3.88,sl,2026-01-02 22:37:01,2026-01-02 22:37:34,,,,,,,,,,0,-3.9899999999999998,82.83000000000001
sell,0.01,0.01,XAUUSD,4324.066,4325.441,4325.441,4314.556,-0.11,-1.37,sl,2026-01-02 22:37:44,2026-01-02 22:41:23,,,,,,,,,,0,-1.4800000000000002,81.35000000000001
sell,0.01,0.01,XAUUSD,4323.743,4327.219,4328.26,4313.637,-0.11,-3.48,user,2026-01-02 22:45:45,2026-01-02 22:47:20,,,,,,,,,,0,-3.59,77.76
sell,0.01,0.01,XAUUSD,4324.302,4327.589,4327.589,4313.18,-0.11,-3.29,sl,2026-01-02 22:49:07,2026-01-02 23:00:24,,,,,,,,,,0,-3.4,74.36000000000001
buy,0.01,0.01,XAUUSD,4358.038,4369.083,4359.055,4371.678,-0.11,11.04,user,2026-01-05 05:09:29,2026-01-05 5:13:45,,,,,,,,,,0,10.93,85.29
buy,0.01,0.01,XAUUSD,4367.543,4365.304,4361.321,4374.413,-0.11,-2.24,user,2026-01-05 05:20:29,2026-01-05 5:21:44,,,,,,,,,,0,-2.35,82.94
sell,0.01,0.01,XAUUSD,4364.917,4368.268,4366.992,4358.377,-0.11,-3.35,sl,2026-01-05 05:22:44,2026-01-05 5:22:49,,,,,,,,,,0,-3.46,79.48
buy,0.01,0.02,XAUUSD,4368.538,4366.413,4365.787,4374.397,0.0,-2.13,user,2026-01-05 05:23:03,2026-01-05 5:23:44,,,,,,,,,,0,-2.13,77.35000000000001
buy,0.01,0.02,XAUUSD,4368.538,4365.787,4365.787,4374.397,-0.22,-2.75,sl,2026-01-05 05:23:03,2026-01-05 5:24:47,,,,,,,,,,0,-2.97,74.38000000000001
sell,0.02,0.02,XAUUSD,4365.586,4367.041,4367.041,4360.666,-0.22,-2.91,sl,2026-01-05 05:25:02,2026-01-05 5:27:24,,,,,,,,,,0,-3.1300000000000003,71.25
buy,0.02,0.02,XAUUSD,4365.067,4362.193,4362.193,4367.538,-0.22,-5.74,sl,2026-01-05 05:30:45,2026-01-05 5:31:17,,,,,,,,,,0,-5.96,65.29
buy,0.02,0.02,XAUUSD,4355.723,4357.733,4352.388,4357.733,-0.22,4.02,tp,2026-01-05 05:34:18,2026-01-05 5:34:39,,,,,,,,,,0,3.7999999999999994,69.09
buy,0.02,0.02,XAUUSD,4356.798,4357.072,4354.085,4360.339,-0.22,0.54,user,2026-01-05 05:35:40,2026-01-05 5:36:03,,,,,,,,,,0,0.32000000000000006,69.41
buy,0.01,0.01,XAUUSD,4359.006,4362.824,4361.897,4365.67,-0.11,3.81,user,2026-01-05 05:37:46,2026-01-05 5:42:04,,,,,,,,,,0,3.7,73.11
buy,0.01,0.01,XAUUSD,4362.451,4365.385,4363.07,4369.545,-0.11,2.94,user,2026-01-05 05:44:34,2026-01-05 5:48:14,,,,,,,,,,0,2.83,75.94
buy,0.02,0.02,XAUUSD,4369.207,4368.668,4365.769,4372.665,-0.22,-1.07,user,2026-01-05 05:49:24,2026-01-05 5:49:27,,,,,,,,,,0,-1.29,74.65
sell,0.01,0.01,XAUUSD,4373.659,4375.693,4374.92,4366.303,-0.11,-2.03,sl,2026-01-05 05:52:03,2026-01-05 5:52:53,,,,,,,,,,0,-2.1399999999999997,72.51
buy,0.02,0.02,XAUUSD,4374.53,4372.546,4372.546,4382.558,-0.22,-3.97,sl,2026-01-05 05:53:30,2026-01-05 5:54:16,,,,,,,,,,0,-4.19,68.32000000000001
buy,0.01,0.02,XAUUSD,4373.655,4375.541,4371.636,4388.562,0.0,1.88,user,2026-01-05 05:54:42,2026-01-05 5:57:54,,,,,,,,,,0,1.88,70.20000000000002
buy,0.01,0.02,XAUUSD,4373.655,4373.929,4371.636,4388.562,-0.22,0.27,user,2026-01-05 05:54:42,2026-01-05 5:58:59,,,,,,,,,,0,0.05000000000000002,70.25
buy,0.01,0.01,XAUUSD,4373.707,4374.68,4371.522,4379.953,-0.11,0.97,user,2026-01-05 06:00:23,2026-01-05 6:01:16,,,,,,,,,,0,0.86,71.11000000000001
buy,0.01,0.01,XAUUSD,4374.399,4373.604,4372.119,4405.079,-0.11,-0.8,user,2026-01-05 06:01:26,2026-01-05 6:02:17,,,,,,,,,,0,-0.91,70.20000000000002
buy,0.02,0.02,XAUUSD,4372.185,4371.618,4371.01,4378.868,-0.22,-1.13,user,2026-01-05 06:04:44,2026-01-05 6:04:56,,,,,,,,,,0,-1.3499999999999999,68.85000000000001
sell,0.02,0.02,XAUUSD,4370.46,4371.784,4371.784,4368.327,-0.22,-2.65,sl,2026-01-05 06:05:06,2026-01-05 6:05:26,,,,,,,,,,0,-2.87,65.98000000000002
buy,0.02,0.02,XAUUSD,4373.55,4371.636,4371.636,4380.665,-0.22,-3.83,sl,2026-01-05 06:06:47,2026-01-05 6:07:51,,,,,,,,,,0,-4.05,61.930000000000014
sell,0.03,0.03,XAUUSD,4372.343,4374.603,4374.332,4365.728,-0.33,-6.78,sl,2026-01-05 06:09:02,2026-01-05 6:09:53,,,,,,,,,,0,-7.11,54.820000000000014
buy,0.01,0.03,XAUUSD,4375.502,4379.71,4371.984,4404.522,0.0,4.21,user,2026-01-05 06:09:58,2026-01-05 6:14:24,,,,,,,,,,0,4.21,59.030000000000015
buy,0.01,0.01,XAUUSD,4378.696,4384.609,4372.156,4389.447,-0.11,5.91,user,2026-01-05 06:15:22,2026-01-05 6:22:57,,,,,,,,,,0,5.8,64.83000000000001
buy,0.01,0.03,XAUUSD,4375.502,4384.476,4371.984,4404.522,0.0,8.98,user,2026-01-05 06:09:58,2026-01-05 6:23:07,,,,,,,,,,0,8.98,73.81000000000002
buy,0.01,0.03,XAUUSD,4375.502,4384.265,4371.984,4404.522,-0.33,8.77,user,2026-01-05 06:09:58,2026-01-05 6:24:20,,,,,,,,,,0,8.44,82.25000000000001
buy,0.01,0.01,XAUUSD,4388.757,4390.989,4386.403,4393.818,-0.11,2.23,user,2026-01-05 06:34:36,2026-01-05 6:36:35,,,,,,,,,,0,2.12,84.37000000000002
buy,0.01,0.01,XAUUSD,4388.363,4386.566,4386.77,4392.537,-0.11,-1.79,sl,2026-01-05 06:40:47,2026-01-05 6:40:58,,,,,,,,,,0,-1.9000000000000001,82.47000000000001
